	CKG1	CKG2	CKG3
otu7619	0	19	0
otu7620	7	0	4
otu7621	4	0	7
otu7622	0	0	0
otu7623	0	0	0
otu7624	0	6	2
otu7625	0	2	0
otu7626	0	2	4
otu7628	4	3	0
otu7629	0	0	1
otu7630	6	2	0
otu7631	0	13	0
otu7632	0	0	0
otu7633	0	0	0
otu7634	5	0	0
otu7635	0	2	0
otu7636	3	5	4
otu7637	3	4	4
otu7638	8	4	2
otu7639	2	0	4
otu7640	0	3	0
otu7641	0	8	3
otu7642	2	2	7
otu7643	1	13	0
otu7644	0	4	15
otu7645	4	4	5
otu7646	0	0	7
otu7647	3	0	0
otu7648	0	6	8
otu7649	10	0	5
otu7650	1	7	3
otu7651	6	0	0
otu7652	5	0	9
otu7653	8	3	0
otu7654	0	6	4
otu7655	5	4	0
otu7656	0	3	9
otu7657	3	5	6
otu7658	4	3	7
otu7659	5	3	0
otu7660	9	0	6
otu7661	8	3	0
otu7662	5	8	0
otu7663	8	4	0
otu7664	2	0	0
otu7665	0	0	0
otu7666	7	0	0
otu7667	0	0	8
otu7668	4	2	7
otu7669	5	0	0
otu7670	0	0	0
otu7671	4	8	2
otu7672	0	0	0
otu7673	0	0	0
otu7676	2	0	8
otu7678	0	0	2
otu7679	0	0	0
otu7680	0	0	0
otu7681	0	0	0
otu7685	0	0	0
otu7686	5	0	7
otu7687	10	0	0
otu7688	0	7	3
otu7689	0	0	0
otu7690	6	2	6
otu7691	3	0	6
otu7692	6	3	2
otu7693	6	0	0
otu7694	0	0	0
otu7695	2	0	3
otu7696	0	6	6
otu7697	0	0	0
otu7698	0	9	0
otu7699	0	2	0
otu7700	0	0	0
otu7701	5	4	5
otu7702	5	0	5
otu7703	0	0	6
otu7704	0	16	0
otu7705	7	5	2
otu7706	13	0	0
otu7707	0	8	4
otu7709	0	15	0
otu7710	0	0	1
otu7712	6	10	0
otu7713	0	4	0
otu7714	2	7	4
otu7716	18	0	0
otu7717	6	0	0
otu7718	0	11	0
otu7719	0	0	2
otu7720	0	0	3
otu7721	5	0	0
otu7722	4	6	4
otu7723	0	0	0
otu7724	0	4	4
otu7725	4	0	0
otu7726	0	10	0
otu7727	0	0	0
otu7729	2	0	4
otu7730	6	2	6
otu7731	0	4	0
otu7732	2	0	3
otu7733	0	4	10
otu7734	0	11	0
otu7735	0	13	0
otu7739	0	0	0
otu7740	0	0	0
otu7741	2	3	0
otu7742	4	4	6
otu7743	3	3	4
otu7744	0	4	0
otu7745	0	3	2
otu7746	6	0	3
otu7747	0	0	7
otu7748	6	7	3
otu7749	10	2	0
otu7750	2	0	4
otu7752	8	2	2
otu7753	0	0	3
otu7754	5	4	0
otu7755	7	4	3
otu7756	4	5	0
otu7757	5	0	5
otu7758	7	4	4
otu7759	0	2	0
otu7760	8	0	7
otu7761	3	0	0
otu7762	0	0	0
otu7763	3	0	0
otu7764	0	0	0
otu7765	4	6	8
otu7766	0	0	0
otu7769	0	0	0
otu7770	0	0	0
otu7771	0	4	5
otu7772	4	2	0
otu7773	0	0	0
otu7775	0	0	0
otu7776	8	2	3
otu7777	0	0	0
otu7778	0	5	3
otu7780	0	12	0
otu7782	4	0	0
otu7783	0	0	0
otu7784	0	0	0
otu7785	0	6	8
otu7786	3	0	3
otu7787	6	2	3
otu7788	0	0	0
otu7789	0	0	0
otu7790	8	0	6
otu7791	4	0	0
otu7792	0	0	0
otu7793	5	0	0
otu7794	3	6	2
otu7795	5	3	4
otu7796	2	3	2
otu7797	3	3	7
otu7799	3	0	2
otu7800	10	7	0
otu7801	0	0	0
otu7802	0	0	4
otu7803	7	0	4
otu7804	2	0	5
otu7805	13	0	0
otu7806	4	7	0
otu7807	8	4	3
otu7808	3	0	0
otu7809	2	0	4
otu7810	0	0	0
otu7811	0	4	3
otu7812	0	0	4
otu7814	0	1	7
otu7815	0	0	4
otu7816	0	9	0
otu7817	0	6	0
otu7818	6	0	0
otu7819	0	4	7
otu7820	0	0	0
otu7821	14	0	0
otu7822	0	0	0
otu7823	7	0	0
otu7824	7	4	2
otu7825	0	0	0
otu7826	3	5	0
otu7827	4	5	5
otu7830	0	9	0
otu7831	8	2	0
otu7832	0	0	0
otu7833	8	0	1
otu7834	0	0	3
otu7835	0	5	3
otu7836	0	0	6
otu7837	3	2	0
otu7838	2	5	2
otu7839	0	2	0
otu7840	0	7	2
otu7841	4	0	0
otu7842	3	0	0
otu7843	6	2	0
otu7844	11	3	0
otu7845	5	4	6
otu7846	3	2	4
otu7847	4	4	0
otu7848	6	0	6
otu7849	3	9	0
otu7850	7	0	6
otu7851	3	6	0
otu7852	3	0	2
otu7853	0	3	0
otu7854	7	0	3
otu7855	8	0	3
otu7856	6	0	5
otu7857	6	2	3
otu7858	0	0	5
otu7859	0	0	0
otu7861	2	0	0
otu7862	0	0	0
otu7863	0	0	0
otu7864	0	0	0
otu7865	0	7	0
otu7866	0	0	0
otu7867	0	0	0
otu7868	0	0	0
otu7869	3	0	0
otu7870	0	0	0
otu7872	0	0	0
otu7873	0	0	0
otu7874	0	0	0
otu7875	0	5	4
otu7876	5	0	0
otu7877	0	0	0
otu7878	0	0	0
otu7879	4	3	0
otu7880	2	0	0
otu7881	0	2	6
otu7882	6	3	4
otu7883	0	0	0
otu7884	4	0	13
otu7885	0	0	0
otu7886	8	0	0
otu7887	0	2	0
otu7889	4	4	0
otu7891	2	0	5
otu7892	5	0	4
otu7893	11	0	0
otu7894	0	0	0
otu7895	4	5	4
otu7897	0	5	2
otu7898	0	0	4
otu7899	0	5	6
otu7900	8	0	6
otu7901	0	0	0
otu7903	3	0	5
otu7904	3	4	2
otu7905	0	0	7
otu7906	3	4	0
otu7907	0	0	2
otu7908	3	0	0
otu7909	0	3	0
otu7910	5	3	5
otu7911	0	0	0
otu7912	9	7	0
otu7913	0	0	4
otu7915	0	6	0
otu7916	0	0	6
otu7917	5	0	2
otu7918	5	2	0
otu7919	7	0	5
otu7920	0	0	5
otu7921	4	4	3
otu7922	9	3	4
otu7923	5	0	5
otu7926	0	1	9
otu7927	0	0	0
otu7928	8	5	3
otu7929	3	1	8
otu7930	2	0	4
otu7931	3	7	3
otu7933	3	0	0
otu7934	0	6	0
otu7935	5	0	0
otu7936	0	0	0
otu7937	0	0	16
otu7938	3	0	4
otu7939	4	0	0
otu7941	3	9	0
otu7942	0	0	2
otu7943	10	6	0
otu7944	0	0	8
otu7946	2	0	0
otu7947	0	7	0
otu7949	6	0	6
otu7950	4	3	0
otu7952	0	6	0
otu7953	3	4	0
otu7954	2	0	6
otu7955	5	5	0
otu7956	0	4	3
otu7957	3	7	4
otu7958	8	4	0
otu7959	4	0	5
otu7960	6	0	3
otu7961	4	3	8
otu7962	5	0	0
otu7963	0	7	7
otu7964	3	7	4
otu7965	4	0	0
otu7966	6	3	5
otu7967	5	4	0
otu7969	0	4	6
otu7971	0	12	0
otu7972	2	0	8
otu7973	3	0	0
otu7974	6	0	0
otu7975	3	3	6
otu7976	0	11	0
otu7977	0	3	9
otu7978	0	8	0
otu7979	11	0	0
otu7980	6	0	0
otu7981	3	13	0
otu7982	2	0	12
otu7984	0	0	0
otu7985	0	0	0
otu7986	0	0	0
otu7987	0	3	0
otu7988	0	0	0
otu7989	0	0	0
otu7991	0	0	5
otu7992	4	0	0
otu7993	0	0	0
otu7994	0	0	0
otu7995	2	0	4
otu7997	3	0	0
otu7998	0	0	0
otu7999	6	3	5
otu8000	0	16	0
otu8002	0	0	0
otu8003	0	5	2
otu8004	0	2	0
otu8005	2	0	0
otu8006	4	0	4
otu8007	10	4	0
otu8009	0	0	6
otu8010	3	3	0
otu8011	5	11	0
otu8012	0	0	3
otu8013	0	0	0
otu8014	7	2	0
otu8017	5	4	0
otu8018	3	0	0
otu8019	7	0	2
otu8020	0	0	0
otu8021	3	4	0
otu8022	3	0	3
otu8023	4	5	0
otu8024	4	5	0
otu8025	0	16	0
otu8026	0	0	0
otu8028	3	9	0
otu8029	6	0	6
otu8030	3	3	2
otu8031	4	7	3
otu8032	9	6	0
otu8033	9	0	3
otu8034	8	0	0
otu8035	0	3	2
otu8036	4	0	6
otu8037	0	2	3
otu8038	0	4	3
otu8039	0	12	0
otu8040	4	11	0
otu8041	6	0	3
otu8042	3	9	0
otu8043	4	9	2
otu8044	2	4	1
otu8045	0	2	0
otu8046	0	0	2
otu8047	5	2	0
otu8048	5	6	4
otu8051	0	0	5
otu8052	0	15	0
otu8054	0	7	0
otu8055	5	0	0
otu8056	0	0	0
otu8057	0	0	0
otu8058	0	0	5
otu8059	6	0	0
otu8060	0	11	0
otu8061	4	2	0
otu8062	0	3	0
otu8063	9	0	3
otu8064	3	0	1
otu8065	0	7	3
otu8066	5	5	0
otu8067	2	3	0
otu8069	8	0	4
otu8070	0	6	5
otu8071	5	0	2
otu8072	1	0	5
otu8073	9	0	6
otu8074	0	2	0
otu8075	0	0	0
otu8076	2	2	6
otu8077	3	0	4
otu8078	8	2	0
otu8079	3	2	3
otu8081	4	1	0
otu8082	5	10	0
otu8084	0	3	4
otu8085	2	3	3
otu8086	0	10	0
otu8087	3	7	3
otu8088	0	5	0
otu8089	2	3	3
otu8090	4	2	0
otu8091	0	0	0
otu8092	3	3	1
otu8093	0	3	4
otu8094	0	0	0
otu8095	0	7	0
otu8097	3	0	0
otu8098	0	0	0
otu8100	0	0	0
otu8101	0	0	0
otu8102	0	0	0
otu8103	6	0	0
otu8104	0	0	2
otu8106	3	0	0
otu8108	0	0	0
otu8109	3	0	0
otu8110	5	6	2
otu8111	0	0	4
otu8112	0	0	9
otu8113	0	2	0
otu8114	0	0	8
otu8115	0	0	5
otu8120	0	2	3
otu8121	0	0	0
otu8122	5	4	0
otu8123	4	0	8
otu8124	4	4	7
otu8125	5	4	3
otu8126	0	0	0
otu8127	0	0	0
otu8128	10	0	0
otu8129	0	6	0
otu8130	4	0	0
otu8132	0	0	3
otu8135	0	2	10
otu8136	0	0	0
otu8137	3	0	0
otu8138	0	2	6
otu8139	6	5	3
otu8140	3	0	0
otu8141	5	3	3
otu8142	6	0	2
otu8143	0	0	3
otu8144	3	0	0
otu8145	4	3	0
otu8146	3	0	0
otu8147	0	0	5
otu8148	0	6	0
otu8149	1	0	5
otu8150	3	8	0
otu8152	0	4	6
otu8153	0	0	0
otu8154	3	5	0
otu8155	0	6	3
otu8156	3	5	0
otu8157	9	5	0
otu8158	2	2	0
otu8159	6	0	5
otu8160	0	2	8
otu8161	8	0	3
otu8162	3	0	5
otu8163	4	0	0
otu8165	0	3	4
otu8166	4	0	8
otu8167	5	3	0
otu8169	6	8	0
otu8170	0	0	4
otu8171	0	0	4
otu8173	0	5	0
otu8174	4	0	0
otu8175	9	0	5
otu8176	0	0	0
otu8177	0	0	0
otu8178	0	0	0
otu8179	3	4	0
otu8180	3	0	0
otu8182	4	3	0
otu8184	3	3	0
otu8185	4	4	0
otu8186	0	6	0
otu8187	0	5	2
otu8188	0	3	0
otu8189	0	0	0
otu8192	0	0	3
otu8193	3	4	0
otu8194	0	0	5
otu8195	0	0	0
otu8196	0	7	0
otu8197	4	3	5
otu8198	0	0	0
otu8199	3	0	0
otu8200	3	0	3
otu8201	0	5	0
otu8202	0	0	0
otu8203	2	2	2
otu8204	0	9	0
otu8205	0	0	0
otu8206	0	5	8
otu8207	3	6	5
otu8208	0	6	0
otu8209	7	3	1
otu8210	0	4	0
otu8211	10	4	0
otu8212	4	0	0
otu8213	0	0	0
otu8214	0	0	3
otu8215	10	0	0
otu8216	0	0	6
otu8217	6	0	0
otu8219	3	4	2
otu8220	11	0	0
otu8221	6	2	0
otu8222	6	5	0
otu8223	4	0	0
otu8224	0	0	0
otu8225	3	0	4
otu8226	4	0	10
otu8227	5	0	3
otu8228	7	0	0
otu8230	5	0	0
otu8231	0	0	0
otu8232	3	11	0
otu8233	0	3	0
otu8234	0	0	0
otu8235	0	0	0
otu8237	0	0	0
otu8238	0	0	0
otu8239	3	0	0
otu8241	0	0	0
otu8243	0	0	0
otu8244	0	0	0
otu8245	0	0	0
otu8246	0	0	0
otu8247	0	0	0
otu8248	0	5	0
otu8249	6	8	0
otu8250	0	0	0
otu8251	0	0	0
otu8252	0	0	6
otu8253	3	2	0
otu8254	8	0	0
otu8255	4	0	5
otu8256	8	2	2
otu8257	0	0	0
otu8258	0	6	0
otu8259	0	0	5
otu8260	0	0	11
otu8261	0	0	10
otu8262	3	2	5
otu8263	0	0	4
otu8264	2	6	0
otu8265	0	0	0
otu8266	0	0	0
otu8268	0	0	0
otu8269	5	0	5
otu8271	2	0	9
otu8272	0	0	0
otu8273	3	8	0
otu8274	0	0	0
otu8275	2	0	0
otu8276	0	0	0
otu8277	0	5	6
otu8278	0	0	3
otu8279	0	7	0
otu8280	2	3	7
otu8281	3	7	0
otu8282	6	0	3
otu8284	0	0	0
otu8285	0	0	0
otu8286	10	0	0
otu8287	7	0	0
otu8288	3	3	8
otu8289	0	6	6
otu8291	6	2	0
otu8292	5	0	4
otu8293	0	0	0
otu8294	0	0	0
otu8295	0	3	0
otu8296	5	0	0
otu8298	5	0	0
otu8299	0	4	5
otu8300	5	2	4
otu8301	0	5	6
otu8302	3	7	0
otu8303	2	5	4
otu8304	2	0	0
otu8305	2	3	0
otu8306	5	4	4
otu8307	5	0	0
otu8308	0	0	0
otu8309	0	5	4
otu8310	0	0	0
otu8311	2	0	0
otu8312	0	4	0
otu8313	4	0	0
otu8314	0	4	5
otu8315	4	0	5
otu8319	0	0	5
otu8321	6	3	0
otu8323	0	0	0
otu8325	5	0	4
otu8326	2	0	0
otu8328	0	9	0
otu8329	0	3	4
otu8330	6	4	0
otu8331	0	11	0
otu8332	0	5	6
otu8334	0	3	0
otu8335	2	0	6
otu8337	7	0	0
otu8338	9	0	3
otu8339	3	7	3
otu8340	0	0	5
otu8341	0	5	0
otu8342	0	0	9
otu8343	5	5	0
otu8344	0	4	0
otu8345	7	6	0
otu8346	3	4	0
otu8347	9	4	0
otu8348	2	0	7
otu8349	3	0	5
otu8350	0	0	0
otu8351	9	4	0
otu8352	4	5	0
otu8353	3	0	0
otu8354	0	0	5
otu8355	4	0	2
otu8356	0	6	4
otu8357	11	0	0
otu8359	8	0	0
otu8360	0	0	6
otu8362	1	2	6
otu8363	4	0	0
otu8364	0	0	6
otu8365	0	0	10
otu8366	0	2	3
otu8367	3	7	3
otu8368	13	0	0
otu8370	0	2	0
otu8371	6	0	0
otu8372	6	2	0
otu8374	0	11	0
otu8375	11	0	0
otu8376	0	7	0
otu8377	0	6	5
otu8378	3	0	0
otu8380	0	0	13
otu8381	3	0	5
otu8382	4	9	0
otu8383	3	8	0
otu8384	0	0	0
otu8385	4	0	3
otu8387	6	2	0
otu8389	4	2	0
otu8393	0	0	0
otu8394	8	0	5
otu8396	0	0	0
otu8397	0	6	0
otu8398	0	0	0
otu8399	0	6	0
otu8400	0	0	0
otu8403	2	0	0
otu8404	0	0	0
otu8405	5	4	0
otu8406	0	6	4
otu8407	0	0	0
otu8410	8	5	0
otu8411	5	6	0
otu8412	0	0	7
otu8413	3	0	5
otu8414	0	0	0
otu8415	8	0	5
otu8416	0	0	5
otu8417	3	3	7
otu8418	0	0	0
otu8420	3	10	0
otu8421	0	6	2
otu8422	0	0	4
otu8423	0	4	4
otu8424	5	0	0
otu8425	5	0	0
otu8426	4	1	0
otu8427	3	3	0
otu8428	6	7	0
otu8431	0	0	3
otu8432	0	0	4
otu8434	0	0	3
otu8435	3	5	0
otu8437	4	0	0
otu8438	3	0	2
otu8440	6	0	0
otu8441	0	13	0
otu8444	7	0	0
otu8446	0	0	0
otu8447	0	0	0
otu8448	2	3	0
otu8449	3	0	0
otu8451	0	0	0
otu8452	6	0	0
otu8453	5	4	3
otu8455	0	10	0
otu8456	0	0	7
otu8457	0	0	0
otu8458	3	7	0
otu8459	3	0	2
otu8461	0	3	0
otu8464	0	4	0
otu8465	0	0	0
otu8466	2	0	1
otu8467	0	8	4
otu8469	0	4	0
otu8470	6	4	0
otu8471	0	5	0
otu8472	0	0	0
otu8473	0	3	2
otu8474	0	0	12
otu8475	0	0	0
otu8476	0	2	2
otu8480	0	3	5
otu8481	4	0	0
otu8482	0	4	3
otu8484	0	0	0
otu8485	0	3	5
otu8487	0	12	0
otu8488	3	0	0
otu8489	3	0	0
otu8490	0	0	0
otu8491	5	0	0
otu8494	0	9	3
otu8495	3	3	0
otu8496	0	1	4
otu8497	4	5	3
otu8498	1	4	2
otu8499	0	2	5
otu8500	6	3	0
otu8501	0	0	0
otu8502	0	5	0
otu8503	0	7	5
otu8504	5	2	0
otu8505	0	3	4
otu8506	4	0	8
otu8508	3	0	0
otu8509	3	0	6
otu8510	3	4	0
otu8511	6	6	0
otu8512	0	2	3
otu8513	0	3	0
otu8514	0	10	2
otu8515	6	3	3
otu8516	4	0	0
otu8517	2	0	2
otu8518	0	0	0
otu8519	0	4	0
otu8520	0	6	0
otu8522	9	0	3
otu8523	4	4	0
otu8524	0	0	0
otu8527	7	2	3
otu8528	0	5	0
otu8529	0	8	4
otu8530	0	4	0
otu8531	0	7	5
otu8532	9	0	0
otu8533	0	0	0
otu8535	4	5	0
otu8536	6	0	6
otu8537	4	5	3
otu8538	0	0	0
otu8539	3	0	4
otu8540	6	0	6
otu8543	0	0	8
otu8544	4	8	0
otu8545	0	0	0
otu8546	3	0	3
otu8548	5	0	0
otu8549	2	0	0
otu8550	0	0	0
otu8551	0	0	0
otu8552	0	0	0
otu8553	0	0	0
otu8555	0	7	0
otu8556	0	0	0
otu8557	3	0	7
otu8558	6	0	0
otu8559	3	0	5
otu8560	0	0	0
otu8561	6	0	5
otu8562	0	8	4
otu8563	3	3	3
otu8564	0	0	0
otu8565	0	0	4
otu8566	0	0	0
otu8569	0	0	0
otu8572	4	0	7
otu8574	0	7	0
otu8575	4	3	4
otu8576	0	0	4
otu8578	5	0	0
otu8579	0	7	0
otu8580	4	5	0
otu8581	0	0	5
otu8583	0	0	0
otu8584	3	0	2
otu8585	8	3	0
otu8586	6	4	2
otu8587	2	4	0
otu8588	2	5	0
otu8589	2	0	5
otu8590	0	1	0
otu8592	0	0	0
otu8594	0	12	0
otu8595	4	3	0
otu8596	6	3	0
otu8597	0	0	0
otu8598	0	3	0
otu8599	0	0	8
otu8600	1	0	0
otu8601	6	0	0
otu8602	0	0	0
otu8604	0	0	5
otu8607	0	2	0
otu8608	2	0	8
otu8609	3	0	3
otu8610	0	5	6
otu8614	0	4	2
otu8615	6	0	2
otu8618	0	3	4
otu8620	0	0	6
otu8621	0	8	0
otu8623	8	0	3
otu8625	2	9	0
otu8627	0	0	0
otu8628	0	5	6
otu8630	0	0	8
otu8632	4	0	3
otu8633	0	8	0
otu8634	0	3	8
otu8635	0	0	4
otu8638	3	0	4
otu8639	0	0	0
otu8640	0	0	0
otu8641	0	0	3
otu8642	3	8	0
otu8643	0	6	0
otu8644	0	0	3
otu8645	0	6	1
otu8646	0	0	0
otu8649	0	3	0
otu8650	0	7	2
otu8651	4	0	0
otu8652	0	8	0
otu8653	0	2	0
otu8654	0	7	4
otu8656	0	0	0
otu8657	0	0	7
otu8659	0	6	2
otu8660	0	4	0
otu8661	3	0	8
otu8662	0	0	9
otu8665	3	0	3
otu8667	0	0	0
otu8668	0	7	0
otu8670	0	0	0
otu8671	8	3	0
otu8673	7	0	0
otu8674	0	3	4
otu8675	2	2	3
otu8676	3	0	0
otu8677	0	2	9
otu8678	0	0	2
otu8679	0	6	0
otu8680	0	4	4
otu8681	0	0	2
otu8682	0	6	0
otu8683	7	0	0
otu8686	0	0	0
otu8687	2	4	0
otu8688	4	0	7
otu8690	4	2	0
otu8692	3	0	0
otu8694	3	4	0
otu8695	0	0	0
otu8696	11	0	0
otu8697	0	8	0
otu8699	3	6	2
otu8701	0	5	0
otu8703	6	0	0
otu8704	3	0	3
otu8705	5	3	0
otu8709	0	0	0
otu8710	5	0	3
otu8711	0	0	0
otu8712	2	0	0
otu8715	0	0	0
otu8717	0	6	0
otu8718	6	5	0
otu8721	0	0	0
otu8724	4	0	0
otu8726	0	0	4
otu8727	0	0	4
otu8729	3	6	0
otu8730	0	0	11
otu8731	3	0	2
otu8732	4	0	0
otu8735	4	5	0
otu8737	1	7	0
otu8739	0	0	0
otu8740	6	0	0
otu8741	5	0	0
otu8742	3	4	0
otu8743	0	11	0
otu8744	0	1	2
otu8745	0	0	0
otu8746	0	0	0
otu8747	3	0	0
otu8748	1	4	4
otu8750	4	0	5
otu8751	0	8	0
otu8752	0	0	0
otu8753	0	0	9
otu8754	0	0	0
otu8755	0	2	0
otu8758	6	0	0
otu8761	4	0	2
otu8762	4	5	0
otu8763	0	6	5
otu8764	0	6	0
otu8765	0	0	0
otu8766	3	0	0
otu8767	0	0	5
otu8769	0	0	0
otu8771	6	0	0
otu8773	0	0	0
otu8774	4	5	0
otu8775	7	0	0
otu8776	3	2	3
otu8779	0	0	0
otu8782	5	3	2
otu8783	0	0	4
otu8784	0	6	4
otu8785	5	0	0
otu8786	0	0	3
otu8787	0	0	4
otu8790	0	0	4
otu8793	0	6	4
otu8794	0	0	3
otu8795	0	2	0
otu8796	0	0	3
otu8797	2	5	0
otu8798	4	0	0
otu8799	3	2	5
otu8801	3	5	2
otu8803	4	0	0
otu8804	0	0	0
otu8806	3	4	0
otu8807	4	0	0
otu8809	0	0	0
otu8810	0	2	4
otu8812	0	3	0
otu8813	6	3	0
otu8817	4	0	0
otu8819	0	0	4
otu8822	4	0	0
otu8823	0	6	0
otu8826	4	0	3
otu8827	6	0	0
otu8828	0	7	0
otu8829	0	0	7
otu8830	5	0	0
otu8833	0	7	0
otu8836	3	3	0
otu8842	5	1	0
otu8844	7	0	3
otu8845	5	0	3
otu8847	3	3	4
otu8848	10	0	0
otu8849	0	7	0
otu8851	0	8	0
otu8852	3	0	0
otu8854	0	0	0
otu8858	2	3	5
otu8859	0	4	0
otu8861	4	0	0
otu8862	4	2	4
otu8863	4	0	0
otu8865	0	0	0
otu8867	5	0	0
otu8868	3	7	0
otu8870	0	6	0
otu8873	2	3	2
otu8875	4	4	2
otu8876	4	6	0
otu8877	3	7	0
otu8878	6	0	0
otu8879	6	0	4
otu8880	3	5	0
otu8881	5	0	0
otu8882	3	0	5
otu8883	3	6	0
otu8884	0	0	0
otu8885	6	0	4
otu8886	0	0	0
otu8887	5	0	2
otu8888	0	8	0
otu8889	0	0	7
otu8890	3	0	3
otu8891	0	4	0
otu8894	0	0	0
otu8896	7	0	0
otu8898	0	0	0
otu8899	0	0	0
otu8900	0	0	0
otu8901	0	0	4
otu8903	0	0	0
otu8904	0	0	0
otu8905	0	2	0
otu8909	0	0	0
otu8910	0	2	0
otu8911	3	0	0
otu8912	2	0	0
otu8913	2	0	3
otu8915	0	0	3
otu8916	0	0	0
otu8918	0	0	3
otu8919	0	0	0
otu8921	0	0	0
otu8924	4	0	0
otu8926	0	0	6
otu8928	2	4	4
otu8930	4	0	6
otu8931	5	4	1
otu8933	2	0	2
otu8934	0	2	0
otu8937	4	6	0
otu8939	8	0	0
otu8943	10	0	0
otu8945	0	0	0
otu8946	3	0	4
otu8947	0	0	6
otu8951	0	0	5
otu8952	4	0	3
otu8953	0	0	2
otu8954	0	0	0
otu8956	0	8	0
otu8957	6	0	4
otu8959	4	0	6
otu8962	0	7	0
otu8963	0	1	0
otu8964	0	0	0
otu8966	0	4	0
otu8967	4	0	3
otu8968	0	5	2
otu8969	0	0	0
otu8970	0	0	0
otu8971	0	0	0
otu8972	4	0	3
otu8974	0	3	5
otu8976	0	0	0
otu8977	5	0	0
otu8978	5	0	0
otu8981	0	0	0
otu8982	0	3	3
otu8984	0	7	0
otu8985	2	2	3
otu8986	2	5	0
otu8987	0	0	0
otu8988	5	4	1
otu8994	6	0	3
otu8996	5	0	1
otu8997	0	0	3
otu8998	4	0	0
otu9000	0	0	4
otu9001	4	5	0
otu9002	0	0	0
otu9003	4	0	3
otu9004	0	3	4
otu9005	6	0	3
otu9008	0	0	6
otu9009	0	9	0
otu9010	3	3	0
otu9012	6	0	0
otu9013	4	3	0
otu9014	9	0	0
otu9015	4	5	0
otu9016	0	0	0
otu9018	0	0	0
otu9019	0	6	0
otu9022	2	0	0
otu9025	5	0	2
otu9029	0	2	4
otu9032	0	0	0
otu9035	0	4	5
otu9036	0	0	0
otu9038	0	6	0
otu9042	0	0	6
otu9043	0	9	0
otu9044	0	0	7
otu9045	7	0	0
otu9046	5	0	4
otu9048	0	0	0
otu9049	4	0	0
otu9052	1	2	0
otu9054	0	4	5
otu9057	4	0	5
otu9058	2	0	5
otu9059	6	0	0
otu9060	3	0	0
otu9061	7	0	0
otu9062	0	3	3
otu9063	3	2	3
otu9065	7	2	0
otu9069	4	2	3
otu9071	2	5	0
otu9072	5	0	0
otu9073	0	0	0
otu9074	3	0	3
otu9075	0	2	0
otu9076	3	0	0
otu9077	0	0	0
otu9078	0	9	0
otu9079	4	2	0
otu9081	3	4	0
otu9082	0	5	2
otu9084	0	0	0
otu9085	5	0	4
otu9086	3	0	2
otu9087	0	4	0
otu9092	0	0	0
otu9093	0	6	0
otu9094	2	0	4
otu9104	0	0	3
otu9106	3	0	2
otu9107	0	0	0
otu9108	0	3	0
otu9109	0	0	0
otu9110	0	0	0
otu9114	0	0	9
otu9117	2	0	7
otu9118	3	3	0
otu9120	0	0	3
otu9121	0	0	0
otu9126	3	0	4
otu9127	3	0	3
otu9130	0	0	2
otu9131	0	0	6
otu9133	0	0	0
otu9134	0	0	0
otu9135	0	6	0
otu9136	0	0	0
otu9137	3	6	0
otu9140	0	0	0
otu9142	0	9	0
otu9143	0	0	0
otu9144	4	3	2
otu9145	0	9	0
otu9148	0	0	0
otu9149	0	0	0
otu9150	0	0	0
otu9154	3	0	0
otu9156	0	0	0
otu9159	0	3	0
otu9160	0	0	0
otu9161	0	3	4
otu9163	0	5	4
otu9165	2	0	2
otu9166	4	0	0
otu9168	0	0	5
otu9169	0	5	2
otu9172	0	0	0
otu9173	2	3	0
otu9174	0	0	0
otu9177	0	7	2
otu9178	2	2	0
otu9179	0	0	5
otu9181	0	0	8
otu9186	0	5	0
otu9187	0	5	3
otu9189	8	0	0
otu9191	0	5	3
otu9192	4	0	0
otu9197	0	3	3
otu9198	0	8	0
otu9200	0	0	0
otu9201	0	5	0
otu9204	3	0	0
otu9205	0	0	0
otu9209	0	8	0
otu9211	3	5	0
otu9212	0	3	0
otu9213	3	3	0
otu9216	0	5	3
otu9217	0	0	0
otu9219	0	3	0
otu9224	0	8	0
otu9227	0	3	3
otu9228	4	4	0
otu9230	0	0	0
otu9231	0	0	8
otu9232	0	6	2
otu9235	0	3	0
otu9236	0	0	0
otu9241	0	0	0
otu9243	0	0	0
otu9244	0	4	4
otu9245	4	0	4
otu9249	0	3	0
otu9253	1	3	2
otu9254	2	0	0
otu9255	3	0	5
otu9256	0	4	0
otu9259	0	0	0
otu9260	0	5	3
otu9262	0	0	0
otu9265	0	0	0
otu9266	3	0	0
otu9268	2	0	4
otu9271	0	8	0
otu9273	0	0	4
otu9275	5	0	0
otu9276	4	2	0
otu9277	2	0	6
otu9278	6	0	2
otu9279	6	0	2
otu9280	2	5	0
otu9282	6	2	0
otu9283	0	0	2
otu9284	0	2	2
otu9285	2	6	0
otu9287	6	2	0
otu9289	2	6	0
otu9291	2	2	0
otu9293	0	3	0
otu9295	0	8	0
otu9296	2	0	0
otu9297	0	5	0
otu9300	0	3	0
otu9302	0	3	5
otu9303	5	0	3
otu9307	0	3	5
otu9309	3	5	0
otu9310	1	2	5
otu9312	0	4	0
otu9313	4	0	4
otu9316	2	3	0
otu9320	0	8	0
otu9322	0	2	6
otu9328	8	0	0
otu9330	6	0	0
otu9331	0	0	0
otu9338	0	0	8
otu9339	0	4	0
otu9340	0	0	0
otu9346	0	0	0
