	MPSG1	MPSG2	MPSG3
otu6356	4	2	4
otu6357	3	4	0
otu6358	0	3	0
otu6359	5	7	7
otu6360	2	2	12
otu6361	2	40	0
otu6362	0	7	5
otu6363	8	25	0
otu6364	4	9	7
otu6365	7	7	0
otu6366	0	5	0
otu6367	6	14	0
otu6368	0	10	10
otu6369	5	9	0
otu6370	0	4	4
otu6371	3	7	6
otu6372	0	0	3
otu6373	4	2	0
otu6374	0	7	5
otu6375	9	6	7
otu6376	6	4	4
otu6377	11	0	4
otu6378	0	7	0
otu6379	0	0	34
otu6380	0	0	0
otu6381	0	6	5
otu6382	0	0	6
otu6383	5	3	6
otu6384	6	5	5
otu6385	5	7	4
otu6386	4	4	3
otu6387	0	0	5
otu6388	31	0	0
otu6389	2	5	4
otu6390	2	7	0
otu6391	0	0	0
otu6392	4	6	7
otu6393	4	9	0
otu6394	6	2	5
otu6395	0	9	0
otu6396	0	4	5
otu6397	4	7	3
otu6398	0	8	3
otu6399	0	0	0
otu6400	4	0	6
otu6401	2	0	3
otu6402	12	11	5
otu6403	2	10	5
otu6404	2	4	0
otu6405	0	4	0
otu6406	3	4	7
otu6407	10	9	4
otu6408	3	8	2
otu6409	6	19	6
otu6410	8	10	6
otu6411	0	2	0
otu6412	2	0	3
otu6413	0	0	0
otu6414	0	1	3
otu6415	0	0	0
otu6416	10	0	5
otu6417	0	8	4
otu6418	0	0	5
otu6419	0	9	1
otu6420	10	5	7
otu6421	5	0	0
otu6422	4	7	4
otu6423	10	7	0
otu6424	0	0	8
otu6425	6	19	6
otu6426	12	4	0
otu6427	8	18	6
otu6428	3	13	6
otu6429	0	3	0
otu6430	0	2	4
otu6431	0	0	6
otu6432	0	40	0
otu6433	0	5	0
otu6434	2	5	0
otu6435	9	5	3
otu6436	9	0	3
otu6437	5	5	7
otu6438	0	3	6
otu6439	3	0	5
otu6440	0	4	3
otu6441	3	5	3
otu6442	3	9	5
otu6443	11	0	7
otu6444	5	0	6
otu6445	2	8	4
otu6446	0	7	0
otu6447	0	0	0
otu6448	4	4	5
otu6449	6	17	7
otu6450	0	0	0
otu6451	0	0	6
otu6452	0	0	3
otu6453	0	0	0
otu6454	0	0	0
otu6455	0	0	0
otu6456	0	0	0
otu6457	2	0	7
otu6458	10	8	1
otu6459	4	0	3
otu6460	3	0	12
otu6461	0	5	0
otu6462	0	5	1
otu6463	0	0	2
otu6464	0	0	2
otu6465	0	4	0
otu6466	5	11	3
otu6467	4	21	0
otu6468	3	9	6
otu6469	7	10	3
otu6470	0	4	6
otu6471	3	0	3
otu6472	0	4	4
otu6474	9	0	0
otu6475	13	0	4
otu6476	6	0	0
otu6477	0	0	3
otu6478	3	7	0
otu6479	0	0	0
otu6480	0	0	5
otu6481	6	9	4
otu6482	0	3	4
otu6483	0	0	0
otu6484	0	7	0
otu6485	0	0	6
otu6486	11	9	4
otu6487	0	2	0
otu6488	6	5	0
otu6489	0	0	2
otu6490	0	11	0
otu6491	0	1	2
otu6492	0	0	0
otu6493	2	2	3
otu6494	0	0	3
otu6495	1	17	0
otu6496	0	6	3
otu6497	0	0	8
otu6498	0	5	0
otu6499	4	16	2
otu6500	0	0	0
otu6501	0	5	9
otu6502	3	0	4
otu6503	0	3	0
otu6504	4	8	3
otu6505	4	8	0
otu6506	9	10	4
otu6507	7	8	4
otu6508	6	16	6
otu6509	7	9	3
otu6510	5	5	5
otu6511	3	14	7
otu6512	4	4	6
otu6513	0	3	0
otu6514	2	0	0
otu6515	0	2	0
otu6516	0	2	0
otu6517	0	29	9
otu6518	0	3	0
otu6519	11	4	5
otu6520	0	38	0
otu6521	0	31	7
otu6522	8	0	0
otu6523	3	5	0
otu6524	0	2	0
otu6525	4	0	0
otu6526	3	0	0
otu6527	5	3	7
otu6528	3	7	0
otu6529	8	0	0
otu6530	1	5	5
otu6531	6	5	4
otu6532	0	0	0
otu6533	3	4	5
otu6534	4	0	0
otu6535	4	0	0
otu6536	3	0	3
otu6537	14	0	0
otu6538	4	7	4
otu6539	5	8	5
otu6540	5	0	8
otu6541	2	3	7
otu6542	8	0	5
otu6543	3	12	5
otu6544	0	0	0
otu6545	0	28	1
otu6546	0	13	5
otu6547	3	4	5
otu6548	3	0	6
otu6549	0	0	0
otu6550	9	0	3
otu6551	0	0	0
otu6552	0	6	0
otu6553	5	0	8
otu6554	5	0	2
otu6555	0	7	3
otu6556	0	0	0
otu6557	0	11	0
otu6558	7	13	5
otu6559	4	0	0
otu6560	5	11	8
otu6561	4	7	3
otu6562	0	0	4
otu6563	0	0	0
otu6564	0	0	5
otu6565	3	0	0
otu6566	7	2	0
otu6567	12	0	0
otu6568	13	2	4
otu6569	0	0	0
otu6570	5	5	0
otu6571	0	0	0
otu6572	0	4	9
otu6573	0	3	4
otu6574	3	0	4
otu6575	0	2	0
otu6576	0	4	0
otu6577	2	8	0
otu6578	0	0	0
otu6579	0	7	3
otu6580	0	0	16
otu6581	0	0	2
otu6582	8	10	5
otu6583	3	0	0
otu6584	0	4	5
otu6585	8	6	0
otu6586	4	0	0
otu6587	10	0	3
otu6588	2	16	0
otu6589	0	0	0
otu6590	5	2	7
otu6591	0	3	4
otu6592	2	21	7
otu6593	2	3	4
otu6594	5	4	4
otu6595	3	5	2
otu6596	3	3	5
otu6597	0	4	0
otu6598	8	11	3
otu6599	8	0	3
otu6600	0	9	2
otu6601	0	0	6
otu6602	0	1	5
otu6603	2	8	0
otu6604	6	14	3
otu6605	11	11	0
otu6606	4	0	4
otu6607	0	13	7
otu6608	0	3	0
otu6609	3	6	0
otu6610	3	0	0
otu6611	0	3	4
otu6612	6	3	5
otu6613	0	8	0
otu6614	4	0	0
otu6615	0	2	2
otu6616	7	7	0
otu6617	0	2	0
otu6618	0	3	2
otu6619	0	7	0
otu6620	0	0	7
otu6621	3	7	4
otu6622	0	13	0
otu6623	15	2	1
otu6624	5	13	4
otu6625	0	5	9
otu6626	0	0	6
otu6628	13	0	0
otu6629	4	7	8
otu6630	0	0	2
otu6631	3	0	3
otu6632	0	4	3
otu6633	6	0	4
otu6634	0	0	0
otu6635	3	0	0
otu6636	5	0	3
otu6637	2	0	0
otu6638	5	5	5
otu6639	3	7	8
otu6640	0	0	0
otu6641	4	2	0
otu6642	3	2	5
otu6643	0	10	4
otu6644	4	7	3
otu6645	2	0	4
otu6646	13	9	0
otu6647	8	0	3
otu6648	2	5	3
otu6649	5	19	6
otu6650	4	15	5
otu6651	0	0	0
otu6652	0	5	0
otu6653	0	3	0
otu6654	0	2	0
otu6655	5	7	4
otu6656	0	7	0
otu6658	0	0	0
otu6659	5	0	0
otu6660	5	0	2
otu6661	4	0	16
otu6662	0	8	0
otu6663	3	0	0
otu6664	7	4	8
otu6665	0	5	0
otu6666	4	5	4
otu6667	5	5	0
otu6668	0	0	0
otu6669	3	0	9
otu6670	4	9	6
otu6672	5	0	4
otu6674	0	2	9
otu6675	0	5	0
otu6676	5	4	7
otu6677	0	2	4
otu6678	0	4	0
otu6680	0	0	3
otu6681	3	2	0
otu6682	0	0	6
otu6683	0	5	0
otu6684	0	0	0
otu6685	10	2	7
otu6686	0	4	0
otu6687	3	6	7
otu6688	0	27	2
otu6689	3	0	7
otu6690	3	6	0
otu6691	0	12	0
otu6692	0	1	0
otu6693	0	4	0
otu6694	0	0	0
otu6695	0	0	0
otu6696	0	4	0
otu6697	0	34	0
otu6698	0	0	0
otu6699	6	0	0
otu6700	3	6	0
otu6701	1	0	0
otu6702	0	0	7
otu6703	4	2	0
otu6704	4	7	9
otu6705	0	0	10
otu6706	9	0	0
otu6707	4	0	0
otu6708	4	5	0
otu6709	8	7	0
otu6710	4	9	2
otu6711	3	3	5
otu6712	2	2	4
otu6713	0	0	0
otu6714	0	0	0
otu6715	0	4	0
otu6716	0	4	6
otu6717	4	4	3
otu6718	0	6	0
otu6719	0	0	5
otu6720	0	6	13
otu6721	10	0	6
otu6722	0	10	8
otu6723	0	7	0
otu6724	2	9	0
otu6725	3	6	0
otu6726	0	11	4
otu6727	3	2	0
otu6728	0	0	0
otu6729	0	0	2
otu6730	5	0	0
otu6731	3	3	2
otu6732	6	8	6
otu6733	2	4	8
otu6734	3	0	0
otu6735	5	7	0
otu6736	0	0	0
otu6737	2	3	0
otu6738	0	0	0
otu6739	4	0	4
otu6740	0	8	2
otu6741	8	0	4
otu6742	3	0	4
otu6743	5	0	0
otu6744	0	5	0
otu6745	0	9	0
otu6746	0	5	5
otu6747	0	0	3
otu6748	0	2	9
otu6749	0	0	3
otu6750	0	3	0
otu6751	0	3	0
otu6752	8	2	4
otu6753	0	5	5
otu6754	4	1	4
otu6755	9	0	6
otu6756	0	2	4
otu6757	3	9	6
otu6758	3	4	4
otu6759	0	7	10
otu6760	0	29	0
otu6761	0	4	0
otu6762	0	7	0
otu6763	4	0	5
otu6764	6	3	0
otu6765	0	18	0
otu6766	6	0	0
otu6767	5	0	0
otu6768	3	2	3
otu6769	2	0	6
otu6770	0	5	0
otu6771	6	0	18
otu6772	4	4	2
otu6773	2	4	0
otu6774	0	4	0
otu6775	0	6	6
otu6776	6	7	12
otu6777	0	0	0
otu6778	5	7	6
otu6779	4	4	10
otu6780	0	4	0
otu6781	3	7	6
otu6782	0	9	0
otu6783	5	3	9
otu6784	2	3	0
otu6785	0	0	8
otu6786	6	3	6
otu6787	4	0	7
otu6788	0	4	4
otu6789	0	6	0
otu6790	0	0	6
otu6791	4	3	6
otu6792	0	7	5
otu6793	0	0	4
otu6794	0	3	0
otu6795	0	3	3
otu6796	0	8	0
otu6797	3	4	5
otu6798	0	2	4
otu6799	9	13	0
otu6800	2	4	3
otu6801	3	5	0
otu6802	0	0	5
otu6803	0	0	20
otu6804	4	6	5
otu6805	7	3	4
otu6806	0	0	4
otu6808	0	6	3
otu6809	0	0	0
otu6810	0	0	0
otu6811	0	0	17
otu6812	3	0	12
otu6813	0	7	0
otu6814	0	0	0
otu6815	4	5	7
otu6816	5	0	0
otu6817	0	0	3
otu6818	13	0	8
otu6819	5	6	4
otu6820	6	6	9
otu6821	4	10	5
otu6822	4	0	2
otu6824	4	0	0
otu6825	0	0	3
otu6826	6	0	3
otu6827	3	11	9
otu6828	0	6	0
otu6829	0	2	0
otu6830	3	5	0
otu6831	0	3	0
otu6832	0	4	2
otu6833	1	3	0
otu6834	0	0	2
otu6835	3	3	0
otu6836	7	0	0
otu6837	0	0	0
otu6838	2	8	0
otu6839	0	0	4
otu6840	6	3	0
otu6841	3	3	0
otu6842	0	0	12
otu6843	0	0	0
otu6844	0	8	4
otu6845	3	0	9
otu6846	0	0	0
otu6847	0	3	6
otu6848	0	16	0
otu6849	3	0	0
otu6850	3	8	4
otu6851	6	8	6
otu6852	0	3	0
otu6853	6	9	0
otu6854	0	6	6
otu6855	3	0	5
otu6856	5	6	2
otu6857	0	3	2
otu6858	0	0	0
otu6859	3	9	8
otu6860	0	0	0
otu6861	0	31	0
otu6862	0	0	0
otu6863	0	4	0
otu6864	4	0	0
otu6865	6	6	2
otu6866	0	0	0
otu6867	0	0	0
otu6868	0	0	0
otu6869	5	7	0
otu6870	0	0	3
otu6871	3	0	5
otu6872	0	0	4
otu6873	0	4	0
otu6874	2	0	0
otu6875	3	0	0
otu6876	0	16	0
otu6877	0	7	5
otu6878	8	0	7
otu6879	6	0	0
otu6880	0	4	4
otu6881	3	5	0
otu6882	5	5	6
otu6883	0	28	0
otu6884	7	0	0
otu6885	2	7	7
otu6886	0	11	5
otu6887	0	0	0
otu6888	0	6	0
otu6889	2	0	2
otu6890	0	0	0
otu6891	0	5	0
otu6892	0	5	0
otu6893	0	0	0
otu6894	3	0	0
otu6895	4	0	5
otu6896	0	0	0
otu6897	0	0	2
otu6898	4	0	0
otu6899	0	7	6
otu6900	10	7	5
otu6901	0	5	0
otu6902	0	0	0
otu6903	0	0	0
otu6904	0	0	5
otu6905	9	4	2
otu6906	0	0	3
otu6907	0	0	4
otu6908	0	7	4
otu6909	2	0	0
otu6910	5	2	0
otu6911	5	8	0
otu6912	4	5	5
otu6913	0	0	6
otu6914	5	5	5
otu6915	7	3	3
otu6916	8	2	4
otu6917	11	6	3
otu6918	5	5	10
otu6919	0	3	0
otu6920	2	4	0
otu6921	0	6	0
otu6922	0	3	0
otu6923	2	0	3
otu6924	11	5	4
otu6925	3	0	2
otu6926	0	3	0
otu6927	3	3	0
otu6928	0	1	0
otu6929	4	0	2
otu6930	0	2	6
otu6931	4	10	5
otu6932	0	5	0
otu6933	0	0	0
otu6934	0	3	2
otu6935	10	3	4
otu6936	0	4	5
otu6937	3	9	5
otu6938	0	4	4
otu6939	3	7	0
otu6940	5	4	0
otu6941	3	4	0
otu6942	0	0	9
otu6943	4	5	0
otu6944	0	0	0
otu6945	10	0	8
otu6946	0	4	0
otu6947	0	22	0
otu6948	7	2	5
otu6949	0	0	5
otu6950	0	4	3
otu6951	0	12	0
otu6952	2	4	7
otu6953	4	2	6
otu6954	4	3	5
otu6955	2	3	2
otu6956	0	5	0
otu6957	3	6	4
otu6958	4	4	2
otu6959	4	6	3
otu6960	0	0	0
otu6961	5	4	0
otu6962	4	6	5
otu6963	0	5	8
otu6964	0	0	7
otu6965	0	0	0
otu6966	0	6	0
otu6967	0	0	0
otu6968	0	29	0
otu6969	0	3	5
otu6970	0	0	0
otu6972	0	3	0
otu6973	0	5	0
otu6974	9	0	0
otu6975	0	0	0
otu6976	0	8	0
otu6977	0	0	0
otu6978	0	3	0
otu6979	0	0	0
otu6980	0	8	0
otu6981	5	5	10
otu6982	3	8	2
otu6983	4	7	5
otu6984	0	3	0
otu6985	5	6	3
otu6986	3	0	0
otu6987	2	6	4
otu6988	0	2	0
otu6989	0	5	3
otu6990	0	2	0
otu6991	0	0	0
otu6992	5	8	3
otu6993	0	0	4
otu6994	7	4	4
otu6995	0	0	4
otu6996	0	4	0
otu6997	0	0	0
otu6998	0	9	0
otu6999	0	0	4
otu7000	2	11	0
otu7001	0	10	0
otu7002	0	0	0
otu7003	0	4	0
otu7004	0	10	0
otu7005	2	4	5
otu7006	6	2	0
otu7007	2	0	0
otu7008	0	0	2
otu7009	4	7	3
otu7010	0	0	0
otu7011	9	0	4
otu7012	4	2	8
otu7013	3	5	3
otu7014	3	4	9
otu7015	0	4	4
otu7016	0	0	0
otu7017	3	0	0
otu7018	0	8	2
otu7019	0	0	0
otu7020	5	5	0
otu7021	0	4	0
otu7022	0	0	0
otu7023	3	1	0
otu7024	0	5	5
otu7025	0	0	9
otu7026	0	9	0
otu7027	5	16	0
otu7028	4	6	5
otu7029	0	0	4
otu7030	6	6	2
otu7031	0	0	2
otu7032	0	0	0
otu7033	0	3	0
otu7034	0	6	0
otu7035	0	4	0
otu7036	2	7	0
otu7037	6	2	0
otu7038	1	5	0
otu7039	0	0	3
otu7040	0	0	3
otu7041	0	3	0
otu7042	2	14	7
otu7043	8	3	5
otu7044	6	4	5
otu7045	1	4	0
otu7046	14	3	0
otu7047	0	22	0
otu7048	4	0	0
otu7049	0	3	0
otu7050	0	6	0
otu7051	0	7	3
otu7052	0	2	0
otu7053	2	4	0
otu7054	11	0	3
otu7055	2	0	0
otu7056	0	5	5
otu7057	0	7	0
otu7058	4	6	6
otu7059	0	7	3
otu7060	0	2	0
otu7061	0	7	8
otu7062	3	0	6
otu7064	0	0	0
otu7065	0	0	0
otu7066	0	2	3
otu7067	5	5	0
otu7068	4	7	6
otu7069	0	13	0
otu7070	6	5	7
otu7071	3	2	0
otu7072	7	3	3
otu7073	3	7	4
otu7074	5	6	2
otu7075	0	4	3
otu7076	5	8	0
otu7077	0	0	0
otu7078	0	0	2
otu7079	0	0	0
otu7080	3	2	0
otu7081	0	0	0
otu7082	0	6	6
otu7083	0	7	9
otu7084	0	0	0
otu7085	0	0	0
otu7086	2	0	0
otu7087	0	0	0
otu7088	2	0	3
otu7089	0	0	0
otu7090	0	0	0
otu7091	0	0	2
otu7092	0	0	0
otu7093	0	17	0
otu7094	16	0	2
otu7095	4	3	6
otu7096	4	0	11
otu7097	0	0	2
otu7098	0	3	2
otu7099	0	4	3
otu7100	0	8	6
otu7101	0	6	2
otu7102	0	4	0
otu7103	3	0	5
otu7104	0	5	1
otu7105	0	0	1
otu7106	0	0	3
otu7107	0	10	0
otu7108	0	0	1
otu7109	0	20	0
otu7110	0	0	0
otu7111	0	0	0
otu7112	0	0	3
otu7113	0	0	0
otu7114	0	0	0
otu7115	0	0	5
otu7116	0	0	5
otu7117	0	3	0
otu7118	0	7	4
otu7119	0	2	4
otu7120	0	0	0
otu7121	0	0	2
otu7122	0	0	3
otu7123	7	0	0
otu7124	0	8	4
otu7125	9	3	0
otu7126	0	0	4
otu7127	5	8	4
otu7128	6	5	0
otu7129	5	5	3
otu7130	3	5	6
otu7131	2	2	7
otu7132	2	4	2
otu7133	3	9	0
otu7134	4	3	3
otu7135	0	0	0
otu7136	8	0	8
otu7137	0	2	4
otu7138	0	5	4
otu7139	0	0	0
otu7140	0	0	0
otu7141	4	5	4
otu7142	0	3	0
otu7143	6	0	9
otu7144	0	0	3
otu7145	0	0	6
otu7146	0	0	0
otu7147	19	0	0
otu7148	4	0	22
otu7149	6	2	0
otu7150	0	0	0
otu7151	5	3	3
otu7152	0	0	5
otu7154	0	8	0
otu7155	4	5	3
otu7156	0	0	0
otu7157	6	0	6
otu7158	0	0	0
otu7159	0	0	0
otu7160	0	2	0
otu7161	5	5	4
otu7162	0	0	0
otu7163	0	0	7
otu7164	2	4	4
otu7165	0	2	0
otu7166	4	0	0
otu7167	0	6	4
otu7168	0	3	5
otu7169	0	0	0
otu7170	0	3	0
otu7171	4	8	2
otu7172	0	6	0
otu7173	0	0	4
otu7174	0	0	0
otu7175	4	10	0
otu7176	5	0	2
otu7177	3	3	0
otu7178	3	0	0
otu7179	0	0	0
otu7180	0	18	0
otu7181	4	0	0
otu7182	0	0	3
otu7183	0	0	0
otu7184	0	8	0
otu7185	0	2	0
otu7186	7	0	0
otu7187	0	0	4
otu7188	0	4	0
otu7189	0	3	2
otu7190	0	0	3
otu7192	0	3	0
otu7193	7	0	0
otu7194	0	7	7
otu7195	0	0	0
otu7196	5	7	3
otu7197	7	3	0
otu7198	4	4	0
otu7199	5	5	4
otu7200	5	4	6
otu7201	11	0	0
otu7202	0	0	1
otu7203	0	5	3
otu7204	3	0	0
otu7205	0	0	0
otu7206	2	0	0
otu7207	2	18	0
otu7208	0	3	0
otu7209	3	0	2
otu7210	0	0	0
otu7211	0	0	0
otu7212	2	10	0
otu7213	0	2	2
otu7214	0	0	2
otu7215	0	4	6
otu7216	0	0	0
otu7217	0	4	0
otu7218	0	3	5
otu7219	0	0	0
otu7220	4	0	0
otu7221	5	0	5
otu7222	0	7	2
otu7223	0	1	0
otu7224	0	4	5
otu7225	9	5	0
otu7226	0	7	0
otu7227	0	5	0
otu7228	6	8	0
otu7229	4	5	0
otu7230	0	2	0
otu7231	0	8	0
otu7232	0	1	3
otu7233	0	0	0
otu7234	0	3	1
otu7235	4	9	7
otu7236	0	0	0
otu7237	0	0	0
otu7238	7	0	7
otu7239	0	0	0
otu7240	0	8	0
otu7241	0	5	0
otu7242	0	0	3
otu7243	3	0	12
otu7244	4	0	10
otu7245	0	3	0
otu7246	0	0	0
otu7247	24	0	0
otu7248	0	0	4
otu7249	2	0	0
otu7250	0	4	0
otu7251	0	0	3
otu7252	0	9	2
otu7253	5	4	4
otu7254	0	0	0
otu7255	0	0	4
otu7256	7	5	0
otu7257	0	0	0
otu7258	0	0	0
otu7259	7	7	0
otu7260	0	0	17
otu7261	4	5	0
otu7262	0	3	2
otu7263	2	4	3
otu7264	2	0	6
otu7265	4	2	7
otu7266	0	0	19
otu7267	4	5	5
otu7268	0	8	1
otu7269	5	8	0
otu7271	3	8	0
otu7272	6	10	0
otu7273	4	6	4
otu7274	10	5	2
otu7275	0	11	10
otu7276	5	4	4
otu7277	0	3	0
otu7278	0	8	0
otu7279	5	6	4
otu7280	2	4	0
otu7281	4	2	0
otu7282	0	7	9
otu7283	0	0	0
otu7284	3	0	0
otu7285	5	0	5
otu7286	8	5	4
otu7287	5	0	3
otu7288	3	3	3
otu7289	0	0	0
otu7290	5	6	0
otu7291	0	5	3
otu7292	0	0	11
otu7293	3	0	4
otu7294	3	3	3
otu7295	0	0	0
otu7296	6	5	0
otu7297	0	7	0
otu7298	0	2	3
otu7299	0	0	0
otu7300	8	0	0
otu7301	4	1	2
otu7302	0	0	0
otu7303	0	0	0
otu7304	2	0	5
otu7305	0	10	3
otu7306	0	0	0
otu7307	0	0	2
otu7308	4	0	0
otu7309	0	3	0
otu7310	0	0	0
otu7311	0	0	7
otu7312	3	0	3
otu7313	3	7	2
otu7314	3	5	2
otu7315	0	0	4
otu7316	7	2	0
otu7317	4	0	0
otu7318	7	0	5
otu7319	4	4	0
otu7320	0	3	0
otu7321	4	0	1
otu7322	0	3	2
otu7323	0	3	3
otu7324	0	0	0
otu7326	0	3	0
otu7327	4	0	4
otu7328	0	3	0
otu7329	3	0	0
otu7330	6	0	0
otu7331	7	0	0
otu7332	0	0	3
otu7333	9	7	5
otu7334	4	0	0
otu7335	0	0	0
otu7336	0	0	4
otu7337	0	5	9
otu7338	0	0	12
otu7339	0	0	9
otu7340	10	3	0
otu7341	0	0	0
otu7342	2	9	0
otu7343	4	7	0
otu7344	4	4	4
otu7345	5	5	0
otu7346	7	0	6
otu7347	9	6	0
otu7348	5	4	4
otu7349	5	9	0
otu7350	0	4	4
otu7351	8	5	0
otu7352	0	0	0
otu7353	0	4	7
otu7354	0	8	0
otu7355	3	0	3
otu7356	6	0	0
otu7357	15	0	0
otu7358	0	0	0
otu7359	0	8	0
otu7360	6	4	0
otu7361	0	0	4
otu7362	0	8	7
otu7364	6	4	0
otu7365	7	3	0
otu7366	0	5	5
otu7367	4	6	4
otu7368	10	0	0
otu7369	4	5	4
otu7370	0	3	4
otu7371	0	0	0
otu7372	0	4	3
otu7373	7	4	0
otu7374	3	0	0
otu7375	3	0	5
otu7376	7	0	5
otu7377	5	0	5
otu7378	2	2	3
otu7379	0	0	0
otu7380	0	10	0
otu7381	0	5	0
otu7382	4	5	2
otu7383	4	2	0
otu7384	8	0	0
otu7385	0	3	0
otu7386	0	0	0
otu7387	0	0	0
otu7388	0	8	4
otu7389	4	3	2
otu7390	0	6	0
otu7391	6	0	3
otu7392	0	3	0
otu7393	0	0	0
otu7395	0	4	0
otu7396	0	0	2
otu7397	3	5	4
otu7399	4	4	3
otu7400	0	5	0
otu7401	0	0	0
otu7403	0	2	0
otu7404	0	2	0
otu7405	0	0	0
otu7406	0	2	0
otu7407	5	0	0
otu7408	0	3	0
otu7409	0	0	7
otu7410	11	4	0
otu7411	0	8	0
otu7412	0	0	0
otu7413	0	0	0
otu7414	0	2	5
otu7415	0	0	2
otu7416	3	0	0
otu7417	0	0	0
otu7418	0	0	5
otu7419	0	0	0
otu7420	0	5	0
otu7421	2	12	0
otu7422	0	0	3
otu7423	0	0	10
otu7424	0	0	3
otu7425	4	4	0
otu7426	0	3	0
otu7427	2	5	4
otu7428	2	3	4
otu7429	6	0	0
otu7430	6	4	0
otu7431	6	5	0
otu7432	2	0	0
otu7433	2	4	5
otu7434	4	0	0
otu7435	0	0	8
otu7436	4	7	0
otu7437	0	4	0
otu7438	0	0	0
otu7439	0	0	0
otu7440	2	7	5
otu7441	3	0	5
otu7442	7	0	0
otu7443	4	4	3
otu7444	6	4	0
otu7445	4	0	2
otu7446	7	0	5
otu7447	5	3	0
otu7448	3	0	7
otu7449	0	0	0
otu7451	0	3	0
otu7452	0	0	0
otu7453	9	0	7
otu7454	0	0	3
otu7455	0	4	0
otu7456	0	6	0
otu7457	0	6	3
otu7458	0	7	6
otu7459	0	0	0
otu7460	0	3	0
otu7461	0	0	0
otu7462	4	0	0
otu7463	0	0	4
otu7464	3	3	0
otu7465	7	2	0
otu7466	5	2	0
otu7467	0	6	2
otu7468	5	0	9
otu7469	0	0	0
otu7470	0	9	0
otu7471	0	0	0
otu7473	0	0	7
otu7474	3	4	0
otu7475	0	0	5
otu7476	0	3	2
otu7477	0	4	3
otu7478	0	0	5
otu7479	3	0	0
otu7480	0	6	3
otu7481	0	0	0
otu7482	0	3	0
otu7483	2	0	7
otu7484	0	0	0
otu7485	11	1	0
otu7486	3	2	0
otu7487	0	5	3
otu7488	4	6	0
otu7489	4	2	6
otu7490	6	0	4
otu7491	10	0	0
otu7492	0	9	2
otu7493	5	3	3
otu7494	6	0	0
otu7496	5	0	0
otu7497	0	0	0
otu7498	0	11	3
otu7499	4	4	3
otu7500	0	0	3
otu7501	0	10	7
otu7502	5	3	3
otu7503	3	5	0
otu7504	0	5	3
otu7506	0	4	1
otu7507	6	0	11
otu7508	0	0	0
otu7509	0	0	0
otu7510	6	2	0
otu7511	2	4	4
otu7512	0	0	3
otu7513	0	6	6
otu7514	0	0	0
otu7515	0	0	0
otu7517	0	0	0
otu7518	0	15	4
otu7519	0	0	0
otu7520	5	4	0
otu7521	0	0	9
otu7522	0	5	0
otu7523	0	6	3
otu7524	5	0	1
otu7525	0	5	0
otu7526	2	4	0
otu7527	1	4	2
otu7528	0	0	5
otu7529	0	5	2
otu7530	0	8	0
otu7531	0	0	0
otu7532	0	6	0
otu7533	0	3	0
otu7535	0	2	0
otu7536	0	0	0
otu7537	0	0	0
otu7538	0	0	0
otu7539	0	0	5
otu7540	0	8	2
otu7541	0	7	0
otu7542	0	6	6
otu7544	0	3	0
otu7545	0	0	0
otu7546	3	0	0
otu7547	12	8	0
otu7548	0	0	0
otu7549	0	0	4
otu7550	0	0	0
otu7551	1	4	0
otu7552	0	4	0
otu7553	0	0	0
otu7554	0	0	3
otu7555	0	0	0
otu7556	4	1	2
otu7557	0	4	0
otu7558	0	0	2
otu7559	0	3	0
otu7560	0	0	0
otu7561	0	6	3
otu7562	0	0	2
otu7563	0	4	0
otu7564	0	4	8
otu7565	0	0	0
otu7566	0	0	0
otu7567	3	3	0
otu7568	0	4	6
otu7569	0	4	0
otu7570	0	0	0
otu7571	0	10	0
otu7572	0	0	6
otu7573	0	0	0
otu7574	0	0	0
otu7575	3	0	3
otu7577	6	5	4
otu7578	3	0	5
otu7579	5	6	3
otu7580	3	4	10
otu7581	3	4	0
otu7582	6	3	0
otu7583	0	3	0
otu7585	0	0	0
otu7586	0	0	0
otu7587	5	0	0
otu7588	5	0	3
otu7589	0	0	0
otu7590	0	0	0
otu7591	0	0	0
otu7592	0	9	2
otu7593	0	3	0
otu7594	0	5	0
otu7595	4	2	0
otu7596	0	6	0
otu7597	0	0	2
otu7598	0	0	3
otu7599	2	0	0
otu7601	6	8	0
otu7602	0	0	0
otu7603	0	4	0
otu7604	0	4	0
otu7606	0	5	0
otu7607	0	0	4
otu7608	3	0	0
otu7609	0	0	0
otu7610	0	0	0
otu7611	0	0	2
otu7612	0	0	0
otu7613	0	0	0
otu7614	0	0	0
otu7615	0	3	0
otu7616	0	0	0
otu7617	0	9	5
otu7618	0	0	0
otu7619	0	0	0
otu7620	0	0	0
otu7621	0	2	0
otu7622	0	3	7
otu7623	5	12	0
otu7624	0	4	0
otu7625	12	0	0
otu7626	0	3	3
otu7628	0	0	0
otu7629	0	10	3
otu7630	0	5	0
otu7631	3	0	3
otu7632	0	9	4
otu7633	3	6	3
otu7634	0	2	5
otu7635	3	13	1
otu7636	0	5	2
otu7637	0	0	0
otu7638	0	0	0
otu7639	0	3	0
otu7640	3	0	9
otu7641	4	4	0
otu7642	0	2	3
otu7643	0	0	0
otu7644	0	0	0
otu7645	3	0	3
otu7646	0	6	0
otu7647	9	2	0
otu7648	0	0	0
otu7649	0	0	1
otu7650	0	0	3
otu7651	0	6	0
otu7652	0	4	0
otu7653	2	2	0
otu7654	9	0	0
otu7655	0	0	7
otu7656	0	0	7
